New Paulville,Urban,4/3/2019 7:51,32.7,9.56256E+12,,
Simpsonburgh,Urban,4/3/2019 8:47,4.74,8.55633E+12,,
Loganberg,Urban,4/3/2019 9:30,5.16,9.23486E+12,,
Valentineton,Urban,4/3/2019 11:34,18.62,5.5506E+11,,
West Christopherberg,Urban,4/3/2019 12:01,33.03,1.47876E+12,,
East Marymouth,Suburban,4/3/2019 12:18,26.93,3.38403E+12,,
North Jasmine,Urban,4/3/2019 13:15,19.66,9.20612E+12,,
Grahamburgh,Urban,4/3/2019 13:27,5.09,8.56329E+12,,
West Angela,Urban,4/3/2019 14:44,23.52,4.84305E+12,,
Richardfort,Urban,4/3/2019 15:07,40.77,9.49621E+12,,
Barajasview,Urban,4/3/2019 15:25,44.15,9.59616E+12,,
New Kimberlyborough,Urban,4/3/2019 16:27,14.73,9.08311E+12,,
Davidfurt,Suburban,4/3/2019 17:52,21.29,3.93429E+12,,
New Kimberlyborough,Urban,4/3/2019 20:23,33.74,6.32906E+12,,
Port Shane,Suburban,4/3/2019 22:33,15.59,1.27446E+11,,
Christopherfurt,Urban,4/4/2019 1:11,24.47,5.71641E+11,,
North Jaime,Rural,4/4/2019 1:58,43.86,8.19544E+12,,
East Kaylahaven,Urban,4/4/2019 2:35,23.18,57422927996,,
Williamsonville,Suburban,4/4/2019 3:48,18.77,7.55468E+12,,
East Aaronbury,Suburban,4/4/2019 6:02,16.9,7.21704E+12,,
North Madeline,Urban,4/4/2019 6:42,25.38,6.90704E+12,,
Raymondhaven,Urban,4/4/2019 6:46,41.45,2.8932E+12,,
Williamsstad,Urban,4/4/2019 6:55,31.52,7.78427E+11,,
Loganberg,Urban,4/4/2019 8:04,25.93,1.86096E+11,,
East Marymouth,Suburban,4/4/2019 10:59,23.38,8.03394E+12,,
Port Frank,Urban,4/4/2019 11:46,39.39,7.96748E+12,,
West Ericstad,Urban,4/4/2019 13:03,28.52,6.43285E+12,,
North Jaime,Rural,4/4/2019 13:13,51.83,9.11605E+12,,
Carriemouth,Urban,4/4/2019 13:22,12.91,4.27669E+12,,
Karenside,Urban,4/4/2019 14:32,42.27,6.7715E+12,,
Richardfort,Urban,4/4/2019 15:04,16.35,6.07791E+12,,
North Richardhaven,Suburban,4/4/2019 21:05,23.79,1.14566E+12,,
Brandonfort,Suburban,4/4/2019 21:13,21.56,8.10843E+12,,
Justinberg,Urban,4/4/2019 23:19,19.38,3.73396E+12,,
Nicolechester,Suburban,4/5/2019 1:38,19.57,1.10947E+12,,
Carriemouth,Urban,4/5/2019 2:03,38.17,8.1612E+12,,
North Jason,Urban,4/5/2019 2:05,31.89,9.98847E+12,,
West Robert,Urban,4/5/2019 3:18,44.58,4.24601E+12,,
Colemanland,Suburban,4/5/2019 5:23,43.91,3.89097E+11,,
Johnton,Urban,4/5/2019 7:12,22.87,1.03062E+12,,
Port Frank,Urban,4/5/2019 7:22,14.21,8.36608E+12,,
Amandaburgh,Urban,4/5/2019 10:22,25.55,8.58142E+12,,
West Kimmouth,Suburban,4/5/2019 11:36,28.07,3.8669E+12,,
Roberthaven,Urban,4/5/2019 14:01,31.09,1.01622E+12,,
Barronchester,Suburban,4/5/2019 14:12,33.5,91435348621,,
South Jennifer,Rural,4/5/2019 14:35,32.2,6.83984E+11,,
Port Frank,Urban,4/5/2019 15:44,36.08,3.45798E+11,,
North Madeline,Urban,4/5/2019 18:23,29.69,2.40703E+11,,
North Jason,Urban,4/5/2019 20:10,32.18,3.37355E+12,,
New Ryantown,Rural,4/5/2019 21:38,50.98,4.83486E+12,,
Taylorhaven,Rural,4/6/2019 1:01,45.31,2.27536E+12,,
North Markport,Urban,4/6/2019 2:16,18.15,7.26861E+12,,
West Anthony,Urban,4/6/2019 2:25,14.3,7.57196E+12,,
Grayville,Suburban,4/6/2019 3:38,18.11,6.20377E+12,,
West Heidi,Urban,4/6/2019 8:54,25.06,8.91601E+12,,
North Barbara,Urban,4/6/2019 9:03,26.64,9.29433E+11,,
North Timothy,Suburban,4/6/2019 10:06,38.39,4.78127E+12,,
Port Shane,Suburban,4/6/2019 11:22,43.21,1.9145E+12,,
Lake Jonathanshire,Urban,4/6/2019 11:30,16.84,6.16445E+12,,
Port Samanthamouth,Urban,4/6/2019 13:42,24.18,8.48462E+12,,
Grahamburgh,Urban,4/6/2019 13:48,23.87,1.46825E+12,,
Raymondhaven,Urban,4/6/2019 13:52,30.36,8.73307E+12,,
West Christopherberg,Urban,4/6/2019 13:59,25.31,3.27595E+12,,
Davidfurt,Suburban,4/6/2019 15:38,17.99,8.57811E+12,,
East Kaylahaven,Urban,4/6/2019 16:17,35.79,8.9306E+12,,
New Paulton,Urban,4/6/2019 16:21,38.8,8.52323E+12,,
South Evanton,Urban,4/6/2019 16:41,9.3,1.03705E+12,,
Lake Omar,Suburban,4/6/2019 20:29,40.55,8.96999E+12,,
Port Frank,Urban,4/6/2019 20:51,21.02,9.71438E+12,,
Port Frank,Urban,4/6/2019 21:38,18.08,5.47489E+12,,
West Heidi,Urban,4/6/2019 21:40,23.41,9.7868E+12,,
Christopherfurt,Urban,4/6/2019 22:33,27.46,7.39994E+12,,
Williamsview,Urban,4/7/2019 0:32,18.92,23948941587,,
North Richardhaven,Suburban,4/7/2019 0:32,36.32,5.01429E+12,,
Brandonfort,Suburban,4/7/2019 0:42,35.76,2.96585E+12,,
Williamsview,Urban,4/7/2019 2:32,19.19,8.04777E+12,,
Rodriguezview,Suburban,4/7/2019 3:41,13.71,4.66612E+12,,
West Robert,Urban,4/7/2019 6:17,40.69,5.02551E+11,,
East Danielview,Suburban,4/7/2019 6:31,18.98,6.29412E+12,,
Lake Robertside,Suburban,4/7/2019 6:35,46.5,5.12795E+12,,
North Madeline,Urban,4/7/2019 6:50,11.92,7.37335E+11,,
North Madeline,Urban,4/7/2019 8:54,32.99,1.81935E+12,,
Barronchester,Suburban,4/7/2019 14:43,21.95,9.35581E+12,,
Karenberg,Urban,4/7/2019 16:28,16.11,4.80609E+12,,
Roberthaven,Urban,4/7/2019 16:53,13.4,4.90174E+12,,
West Patrickchester,Urban,4/7/2019 17:41,33.9,3.85913E+12,,
Lake Jonathanshire,Urban,4/7/2019 18:09,24.28,7.79681E+12,,
East Kentstad,Suburban,4/7/2019 19:44,18.75,6.57596E+12,3737.42,correct suburban total week 1
Lake Jonathanshire,Urban,4/7/2019 20:51,31.25,4.44125E+12,,
Bradshawfurt,Rural,4/7/2019 21:12,49.7,5.08881E+12,,
Randallchester,Rural,4/7/2019 23:42,10.79,1.61547E+12,3510.95,correct rural total week 1
Port David,Urban,4/7/2019 23:44,39.51,5.95526E+12,3868.67,3844.27
South Evanton,Urban,4/8/2019 1:01,5.62,1.33603E+12,,
West Anthony,Urban,4/8/2019 6:21,20.83,9.5823E+12,,
Lake Scottton,Urban,4/8/2019 11:19,44.03,9.0529E+12,,
West Samuelburgh,Urban,4/8/2019 12:38,14.52,2.48052E+12,,
Bradshawfurt,Rural,4/8/2019 13:46,55.19,1.74295E+12,,
New Raymond,Suburban,4/8/2019 14:44,46.37,2.49397E+11,,
East Aaronbury,Suburban,4/8/2019 18:59,21.29,6.30561E+11,,
Lewisland,Suburban,4/8/2019 19:51,35.16,5.71557E+12,,
Brandonfort,Suburban,4/8/2019 20:02,35.64,6.10953E+12,,
North Madeline,Urban,4/8/2019 20:26,25.79,9.44148E+12,,
West Gabriel,Urban,4/8/2019 21:34,13.31,8.62991E+12,,
Christopherfurt,Urban,4/9/2019 0:32,29.96,9.82584E+12,,
Royland,Urban,4/9/2019 0:32,22.89,5.15786E+12,,
East Marymouth,Suburban,4/9/2019 1:04,29.03,8.44287E+12,,
Barajasview,Urban,4/9/2019 8:10,39.36,1.80161E+12,,
New Jacobville,Urban,4/9/2019 8:47,4.95,4.49374E+12,,
Hurleymouth,Urban,4/9/2019 9:17,20.31,2.51159E+12,,
Port Angela,Urban,4/9/2019 14:34,11.9,7.00981E+12,,
North Markport,Urban,4/9/2019 14:55,20.23,2.5806E+12,,
Port Shane,Suburban,4/9/2019 15:34,27.66,4.02234E+12,,
East Kaylahaven,Urban,4/9/2019 16:57,10.03,8.03681E+12,,
North Barbara,Urban,4/9/2019 17:12,6.68,2.53541E+12,,
Huntermouth,Urban,4/9/2019 20:23,35.11,3.00561E+12,,
North Jeffrey,Suburban,4/9/2019 20:40,21.2,8.49076E+12,,
Port Samanthamouth,Urban,4/9/2019 20:55,24.99,6.74323E+12,,
Lake Jonathanshire,Urban,4/9/2019 21:41,15.96,5.77276E+11,,
Grahamburgh,Urban,4/10/2019 1:16,37.67,1.44887E+12,urban cut-off week 2,
South Jack,Urban,4/10/2019 1:23,29.97,6.13496E+12,,
Lake Robertside,Suburban,4/10/2019 3:39,34.14,9.36351E+12,suburban cutoff week 2,
New Jacobville,Urban,4/10/2019 4:16,42.92,4.02102E+12,,
Nicolechester,Suburban,4/10/2019 4:41,38.08,8.12209E+12,,
Loganberg,Urban,4/10/2019 4:59,35.97,8.82801E+12,,
South Evanton,Urban,4/10/2019 5:38,30.36,5.2549E+12,,
New Olivia,Suburban,4/10/2019 6:25,30.41,7.89464E+12,,
Bradshawfurt,Rural,4/10/2019 9:47,19.07,7.39305E+11,rural cutoff week 2,
Josephside,Suburban,4/10/2019 10:56,32.26,5.71935E+12,,
North Jasmine,Urban,4/10/2019 11:45,38.24,2.955E+12,,
Port David,Urban,4/10/2019 14:27,26.68,5.36139E+12,,
West Angela,Urban,4/10/2019 17:06,31.03,3.52434E+12,,
North Barbara,Urban,4/10/2019 17:12,10.94,3.55505E+11,,
South Brenda,Suburban,4/10/2019 20:04,35.83,4.34284E+12,,
East Kentstad,Suburban,4/10/2019 20:44,21.38,9.07891E+12,,
South Jennifer,Rural,4/10/2019 20:46,43.25,6.23929E+11,,
North Markport,Urban,4/10/2019 22:15,38.02,8.83453E+12,,
New Olivia,Suburban,4/10/2019 23:05,48.31,4.54321E+12,,
Rodneyfort,Urban,4/10/2019 23:38,25.4,9.06037E+12,,
Rodneyfort,Urban,4/11/2019 2:57,36.3,9.04891E+12,,
East Aaronbury,Suburban,4/11/2019 3:24,34.4,6.54091E+12,,
North Jasmine,Urban,4/11/2019 3:38,27.54,5.00327E+12,,
West Josephberg,Urban,4/11/2019 3:53,18.65,6.03478E+12,,
Lake Scottton,Urban,4/11/2019 4:26,22.03,2.02682E+12,,
West Angela,Urban,4/11/2019 6:59,29.06,7.13854E+11,,
Reynoldsfurt,Urban,4/11/2019 9:09,42.97,1.39065E+12,,
South Phillip,Urban,4/11/2019 10:09,21.06,4.8321E+12,,
Port Johnbury,Urban,4/11/2019 10:26,9.1,7.80475E+12,,
New Kimberlyborough,Urban,4/11/2019 10:38,12.01,1.35529E+11,,
Johnton,Urban,4/11/2019 13:41,33.12,7.2261E+12,,
Liumouth,Urban,4/11/2019 13:52,15.55,6.82849E+12,,
Johnton,Urban,4/11/2019 14:40,16.63,7.24846E+12,,
West Christopherberg,Urban,4/11/2019 14:46,4.88,7.74085E+12,,
Lake Jonathanshire,Urban,4/11/2019 19:49,25.92,8.53381E+12,,
Williamsview,Urban,4/11/2019 20:41,33.68,2.74358E+12,,
Lake Jonathanshire,Urban,4/11/2019 21:32,22.48,3.50546E+12,,
Lake Jonathanshire,Urban,4/11/2019 22:10,12.81,5.99987E+12,,
Reynoldsfurt,Urban,4/11/2019 23:49,38.35,6.51789E+12,,
West Josephberg,Urban,4/12/2019 0:11,15.49,5.11823E+12,,
Reynoldsfurt,Urban,4/12/2019 1:13,21.18,7.47139E+12,,
Liumouth,Urban,4/12/2019 2:27,10.53,8.95452E+12,,
Liumouth,Urban,4/12/2019 3:38,43.34,7.85723E+12,,
Port Johnbury,Urban,4/12/2019 3:43,8.42,39663640391,,
Lake Danielberg,Urban,4/12/2019 5:18,41.45,5.3387E+12,,
Justinberg,Urban,4/12/2019 5:27,17.03,8.37476E+12,,
Port David,Urban,4/12/2019 5:32,35.51,2.98869E+12,,
North Jason,Urban,4/12/2019 6:19,33.12,1.71399E+12,,
Martinezhaven,Urban,4/12/2019 6:49,11.55,9.3063E+12,,
East Marymouth,Suburban,4/12/2019 6:51,33.18,9.39326E+12,,
West Robert,Urban,4/12/2019 8:17,32.48,7.54437E+12,,
Pattyland,Urban,4/12/2019 11:58,28.65,6.92423E+12,,
West Ericstad,Urban,4/12/2019 12:08,27.69,4.56796E+12,,
Williamsstad,Urban,4/12/2019 12:30,17.57,7.09968E+12,,
North Madeline,Urban,4/12/2019 13:57,7.77,9.27334E+12,,
Josephside,Suburban,4/12/2019 14:30,37.37,2.63269E+12,,
Christopherfurt,Urban,4/12/2019 14:37,22.91,5.92812E+12,,
Lewishaven,Suburban,4/12/2019 15:01,49.15,6.41139E+12,,
East Kentstad,Suburban,4/12/2019 15:21,17.26,8.43953E+12,,
South Saramouth,Rural,4/12/2019 18:11,57.23,5.0812E+12,,
Simpsonburgh,Urban,4/12/2019 19:38,22.45,7.81139E+12,,
Rodneyfort,Urban,4/12/2019 23:29,27.81,5.6694E+12,,
New Jacobville,Urban,4/13/2019 1:18,43.98,9.4486E+12,,
Karenberg,Urban,4/13/2019 5:14,23.73,4.05641E+11,,
West Robert,Urban,4/13/2019 6:56,32.94,9.60361E+12,,
Lake Omar,Suburban,4/13/2019 7:09,24.9,9.45408E+12,,
North Markport,Urban,4/13/2019 7:37,20.09,4.31121E+12,,
Christopherfurt,Urban,4/13/2019 8:29,37.22,3.28805E+12,,
West Ericstad,Urban,4/13/2019 9:52,22.39,5.77076E+12,,
New Paulville,Urban,4/13/2019 10:23,8.69,5.9222E+11,,
Leahton,Urban,4/13/2019 10:54,18.25,6.16038E+12,,
Randallchester,Rural,4/13/2019 11:13,43.22,1.07608E+12,,
Erikaland,Urban,4/13/2019 12:26,25.22,4.84717E+12,,
Jessicaport,Rural,4/13/2019 16:08,39.89,6.51124E+12,,
Hurleymouth,Urban,4/13/2019 18:15,40.93,4.91521E+12,,
Joneschester,Urban,4/13/2019 18:44,27.36,7.53038E+12,,
Martinezhaven,Urban,4/13/2019 19:46,40.2,8.8566E+12,,
West Patrickchester,Urban,4/13/2019 19:49,33.33,1.83406E+12,,
Jerryton,Urban,4/13/2019 21:47,32.08,8.49918E+12,,
West Angela,Urban,4/13/2019 21:50,28.75,3.69751E+12,,
Lake Omar,Suburban,4/13/2019 23:28,25.61,3.66779E+12,,
South Michelleport,Urban,4/14/2019 1:20,37.93,1.53327E+12,,
Mezachester,Suburban,4/14/2019 2:15,15.17,8.11601E+12,,
Christopherfurt,Urban,4/14/2019 3:24,39.91,2.53266E+11,,
Karenside,Urban,4/14/2019 5:11,13.13,3.65961E+12,,
Liumouth,Urban,4/14/2019 6:43,31.63,6.16629E+12,,
Lake Latoyabury,Rural,4/14/2019 7:06,11.94,2.04067E+12,2997.11,correct rural total week 2
Richardfort,Urban,4/14/2019 11:56,43.01,7.63601E+12,,
West Angela,Urban,4/14/2019 12:28,39.95,7.95004E+12,,
Justinberg,Urban,4/14/2019 14:48,24.34,1.49282E+12,,
Liumouth,Urban,4/14/2019 14:58,25.28,7.89175E+12,,
Martinezhaven,Urban,4/14/2019 16:26,32.57,9.71302E+11,,
North Timothy,Suburban,4/14/2019 18:06,41.17,2.43823E+12,,
West Angela,Urban,4/14/2019 18:40,32.77,4.99573E+12,,
North Jason,Urban,4/14/2019 19:46,8.05,7.83372E+12,,
South Evanton,Urban,4/14/2019 20:12,19.53,8.34565E+12,,
Grayville,Suburban,4/14/2019 21:00,49.85,9.37012E+12,,
Liumouth,Urban,4/14/2019 21:17,38.95,14588103145,,
Justinberg,Urban,4/14/2019 23:08,7.75,8.86006E+12,3445.33,
,#N/A,,,,,
